Locality,Price,Type,Subtype,Rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the plot,Number of facades,Swimming pool,State of the building,Sale Type
MECHELEN,132000,APARTMENT,FLAT_STUDIO,1,34,0,0,0,1,15,0,None,None,2,0,TO_RENOVATE,For Sale
BLANKENBERGE,349000,APARTMENT,APARTMENT,2,103,0,0,0,1,None,0,None,None,2,0,GOOD,For Sale
HARELBEKE,356000,HOUSE,HOUSE,3,120,0,0,0,1,None,0,None,181,2,0,GOOD,For Sale
Zoutleeuw,585000,HOUSE,EXCEPTIONAL_PROPERTY,4,225,0,0,0,0,None,0,None,851,None,0,AS_NEW,For Sale
Hasselt,350000,HOUSE,HOUSE,4,190,0,0,0,0,None,0,None,815,None,0,None,For Sale
Sint-Truiden,345000,HOUSE,HOUSE,3,218,0,0,0,0,None,0,None,883,None,0,None,For Sale
Sint-Truiden,449000,HOUSE,HOUSE,5,220,0,0,0,0,None,0,None,0,None,0,GOOD,For Sale
Landen,750000,HOUSE,APARTMENT_BLOCK,0,None,0,0,0,0,None,0,None,0,None,0,None,For Sale
Zoutleeuw,130000,HOUSE,HOUSE,0,None,0,0,0,0,None,0,None,50,None,0,TO_RENOVATE,For Sale
Sint-Truiden,160000,HOUSE,HOUSE,0,None,0,0,0,0,None,0,None,0,None,0,TO_RENOVATE,For Sale
Tienen,270000,HOUSE,APARTMENT_BLOCK,0,None,0,0,0,0,None,0,None,0,None,0,TO_RENOVATE,For Sale
Sint-Truiden,265000,HOUSE,HOUSE,3,129,0,0,0,0,None,0,None,150,None,0,None,For Sale
Gingelom,265000,HOUSE,HOUSE,0,None,0,0,0,0,None,0,None,990,None,0,None,For Sale
DEURNE,179000,APARTMENT,APARTMENT,2,71,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Edegem,386346,APARTMENT,APARTMENT,1,80,0,0,0,1,9,1,1000,None,None,0,None,For Sale
Hautrage,357000,HOUSE,HOUSE,3,160,0,0,0,0,None,0,None,226,None,0,GOOD,For Sale
Hautrage,351000,HOUSE,HOUSE,3,157,0,0,0,0,None,0,None,227,None,0,GOOD,For Sale
MIDDELKERKE,310000,APARTMENT,APARTMENT,1,53,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Hautrage,348000,HOUSE,HOUSE,3,156,0,0,0,0,None,0,None,223,None,0,GOOD,For Sale
Le Rœulx,550000,HOUSE,VILLA,3,315,1,0,1,1,16,1,3500,2300,4,0,AS_NEW,For Sale
Lokeren,210000,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,538,None,0,TO_RENOVATE,For Sale
Nimy,270000,HOUSE,MIXED_USE_BUILDING,3,300,0,0,0,0,None,0,None,0,None,0,None,For Sale
Nieuwpoort,295000,APARTMENT,APARTMENT,1,40,0,0,0,1,None,0,None,None,2,0,None,For Sale
Lokeren,299000,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,154,None,0,GOOD,For Sale
Nassogne,107000,APARTMENT,FLAT_STUDIO,1,41,0,0,1,1,6,0,None,None,None,0,GOOD,For Sale
Liège,225000,HOUSE,HOUSE,4,130,0,0,0,1,16,0,None,0,2,0,GOOD,For Sale
Dendermonde,199000,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,135,None,0,TO_RENOVATE,For Sale
Fontaine-l'Évêque,119000,HOUSE,HOUSE,3,128,0,0,0,1,1,1,1,341,3,0,None,For Sale
Ixelles,349000,APARTMENT,APARTMENT,2,85,0,0,0,1,None,0,None,None,3,0,AS_NEW,For Sale
Liège,169000,APARTMENT,APARTMENT,1,55,1,0,0,1,11,0,None,None,None,0,GOOD,For Sale
Chaumont-Gistoux,1425000,HOUSE,VILLA,4,358,0,0,1,1,50,0,None,4047,4,1,GOOD,For Sale
FOREST,220000,APARTMENT,APARTMENT,2,86,0,0,0,1,4,0,None,None,2,0,None,For Sale
Neder-Over-Heembeek,239000,APARTMENT,GROUND_FLOOR,1,70,0,0,0,1,53,1,100,None,3,0,AS_NEW,For Sale
Ixelles,420000,APARTMENT,APARTMENT,2,120,0,0,0,1,15,1,50,None,2,0,TO_RENOVATE,For Sale
Etterbeek,520000,APARTMENT,PENTHOUSE,3,135,1,0,0,1,8,0,None,None,2,0,AS_NEW,For Sale
Braine-l'Alleud,275000,HOUSE,HOUSE,3,100,0,0,0,1,15,1,141,190,2,0,TO_BE_DONE_UP,For Sale
DUFFEL,398000,HOUSE,HOUSE,4,165,0,0,0,1,40,1,160,280,2,0,None,For Sale
Uccle,229000,APARTMENT,FLAT_STUDIO,1,44,1,0,0,0,None,0,None,None,2,0,JUST_RENOVATED,For Sale
Laeken,239000,APARTMENT,GROUND_FLOOR,1,70,0,0,0,1,53,1,100,None,3,0,AS_NEW,For Sale
FLÉMALLE,119000,APARTMENT,APARTMENT,1,75,0,0,0,1,20,1,50,None,2,0,TO_RENOVATE,For Sale
GENT,545000,HOUSE,HOUSE,4,203,0,0,0,0,None,1,25,114,2,0,JUST_RENOVATED,For Sale
MARIAKERKE,545000,HOUSE,HOUSE,4,203,0,0,0,0,None,1,25,114,2,0,JUST_RENOVATED,For Sale
Oostende,859900,APARTMENT,APARTMENT,3,117,1,0,0,1,9,0,None,None,None,0,GOOD,For Sale
Herzele,449000,HOUSE,HOUSE,3,204,1,0,0,1,20,1,90,311,3,0,AS_NEW,For Sale
IVOZ-RAMET,155000,HOUSE,HOUSE,3,146,0,0,0,1,20,1,425,579,3,0,TO_RENOVATE,For Sale
MERKSEM,209900,APARTMENT,APARTMENT,3,80,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
HOBOKEN,575000,HOUSE,HOUSE,2,198,0,0,0,0,None,1,772,888,4,0,GOOD,For Sale
Anderlecht,365000,APARTMENT,APARTMENT,2,107,1,0,0,1,20,0,None,None,2,0,AS_NEW,For Sale
EDEGEM,349000,APARTMENT,APARTMENT,2,94,0,0,0,1,27,1,60,None,2,0,JUST_RENOVATED,For Sale
EDEGEM,375000,APARTMENT,DUPLEX,3,194,0,0,0,0,None,1,55,None,4,0,GOOD,For Sale
EDEGEM,375000,APARTMENT,APARTMENT,3,194,0,0,0,0,None,1,55,None,4,0,GOOD,For Sale
Woluwe-Saint-Lambert,435000,APARTMENT,APARTMENT,2,93,1,0,0,1,16,0,None,None,2,0,AS_NEW,For Sale
MORTSEL,249000,APARTMENT,APARTMENT,2,85,0,0,0,1,6,0,None,None,2,0,GOOD,For Sale
Gavere,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
WEERT,298000,HOUSE,HOUSE,2,154,0,0,0,1,45,0,None,190,3,0,GOOD,For Sale
Morialme,329500,HOUSE,VILLA,3,308,0,0,0,1,20,1,2000,2395,4,0,None,For Sale
Merelbeke,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Evergem,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Sleidinge,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Jette,198000,APARTMENT,APARTMENT,2,88,0,0,0,1,None,0,None,None,2,0,GOOD,For Sale
Warcoing,219000,HOUSE,HOUSE,3,260,0,0,0,1,None,1,160,320,2,0,GOOD,For Sale
Geel,219000,APARTMENT,DUPLEX,2,93,1,0,0,1,2,0,None,None,None,0,JUST_RENOVATED,For Sale
Mons,165000,APARTMENT,APARTMENT,2,68,0,0,0,0,None,0,None,None,3,0,GOOD,For Sale
Aalst,825000,HOUSE,VILLA,3,393,1,0,0,1,None,0,None,3582,4,1,GOOD,For Sale
Knokke-Heist Knokke,2495000,APARTMENT,APARTMENT,4,144,0,0,0,1,None,0,None,None,2,0,GOOD,For Sale
Aalst Meldert,825000,HOUSE,VILLA,3,393,1,0,0,1,None,0,None,3582,4,1,GOOD,For Sale
Knokke-Heist,1175000,APARTMENT,APARTMENT,3,120,1,0,0,1,17,0,None,None,2,0,None,For Sale
Roosdaal,595000,HOUSE,HOUSE,4,254,1,0,0,1,15,0,None,1076,3,0,AS_NEW,For Sale
Ath,475000,HOUSE,VILLA,3,175,0,0,0,1,50,1,575,913,4,1,AS_NEW,For Sale
Wellin,259000,HOUSE,HOUSE,3,150,0,0,0,1,1,1,1,400,3,0,AS_NEW,For Sale
KUURNE,785000,HOUSE,COUNTRY_COTTAGE,4,250,0,0,0,1,None,0,None,12518,4,0,TO_RENOVATE,For Sale
Mellet,275000,HOUSE,HOUSE,4,136,0,0,0,1,None,1,931,1070,4,0,TO_BE_DONE_UP,For Sale
Le Roux,383000,HOUSE,HOUSE,3,178,0,0,0,0,None,0,None,691,None,0,None,For Sale
Le Roux,383000,HOUSE,HOUSE,4,167,0,0,0,0,None,0,None,610,None,0,None,For Sale
Genk,290000,HOUSE,HOUSE,3,169,0,0,0,1,None,0,None,450,4,0,GOOD,For Sale
Varsenare,369500,APARTMENT,APARTMENT,2,105,1,0,0,1,24,0,None,None,4,0,None,For Sale
Mechelen,175000,APARTMENT,APARTMENT,1,50,0,0,0,0,None,0,None,None,3,0,None,For Sale
Galmaarden,450000,HOUSE,HOUSE,8,293,0,0,0,1,None,0,None,4133,4,0,TO_BE_DONE_UP,For Sale
WAREGEM,2149000,HOUSE,VILLA,4,650,1,0,0,1,None,0,None,10348,4,1,AS_NEW,For Sale
Liège,239000,HOUSE,HOUSE,2,110,0,0,0,1,25,0,None,75,2,0,GOOD,For Sale
Ardooie,289000,HOUSE,HOUSE,2,131,0,0,0,0,None,0,None,170,3,0,GOOD,For Sale
Herent,421500,APARTMENT,GROUND_FLOOR,2,88,1,0,0,1,27,1,64,None,2,0,None,For Sale
COURT-SAINT-ETIENNE,175000,APARTMENT,APARTMENT,1,42,0,0,0,1,5,0,None,None,None,0,GOOD,For Sale
Ottignies,735000,APARTMENT,APARTMENT,5,260,0,0,0,1,40,0,None,None,2,0,None,For Sale
Seraing,365000,HOUSE,HOUSE,4,185,0,0,0,1,65,1,850,1000,4,0,AS_NEW,For Sale
GINGELOM,242000,HOUSE,HOUSE,3,131,0,0,0,1,19,0,None,0,2,0,None,For Sale
ANTWERPEN 2018,515000,APARTMENT,APARTMENT,3,177,0,0,0,1,18,0,None,None,None,0,TO_BE_DONE_UP,For Sale
Gavere,None,HOUSE_GROUP,HOUSE_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
IXELLES,448000,APARTMENT,APARTMENT,2,101,0,0,0,1,12,0,None,None,2,0,GOOD,For Sale
HEIST-OP-DEN-BERG,None,HOUSE_GROUP,HOUSE_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
HOBOKEN,249900,APARTMENT,APARTMENT,3,95,0,0,0,1,10,0,None,None,3,0,AS_NEW,For Sale
Jambes,245000,APARTMENT,APARTMENT,2,76,0,0,0,1,None,0,None,None,3,0,JUST_RENOVATED,For Sale
Braine-le-Château,725000,HOUSE,HOUSE,4,272,1,0,0,1,44,1,585,735,3,0,AS_NEW,For Sale
Hombeek,450000,HOUSE,HOUSE,3,240,0,0,0,0,None,1,400,848,None,0,TO_RENOVATE,For Sale
Jambes,205000,APARTMENT,APARTMENT,2,76,0,0,0,1,5,0,None,None,3,0,JUST_RENOVATED,For Sale
SCHAERBEEK,310000,APARTMENT,APARTMENT,2,88,0,0,0,1,17,0,None,None,None,0,GOOD,For Sale
FLÉMALLE-GRANDE,249000,APARTMENT,APARTMENT,2,220,0,0,0,1,16,0,None,None,2,0,TO_RESTORE,For Sale
NIEUWERKERKEN,295000,HOUSE,HOUSE,3,170,0,0,0,1,None,0,None,715,3,0,TO_RENOVATE,For Sale
Gent,379000,APARTMENT,APARTMENT,2,63,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
FLÉMALLE,119000,HOUSE,HOUSE,1,75,0,0,0,1,20,1,50,200,2,0,TO_RENOVATE,For Sale
PUTTE,287000,HOUSE,HOUSE,2,122,0,0,0,0,None,1,878,1000,4,0,TO_RENOVATE,For Sale
RONSE,225000,HOUSE,HOUSE,3,175,0,0,0,1,None,0,None,618,3,0,TO_BE_DONE_UP,For Sale
Oostende,589000,APARTMENT,APARTMENT,4,164,0,0,0,1,3,0,None,None,None,0,GOOD,For Sale
BEN-AHIN,149500,HOUSE,HOUSE,2,90,0,0,0,1,None,0,None,315,2,0,TO_BE_DONE_UP,For Sale
Ganshoren,489000,HOUSE,HOUSE,3,162,0,0,0,1,20,1,116,250,3,0,GOOD,For Sale
Schaerbeek,205000,APARTMENT,FLAT_STUDIO,1,40,0,0,0,1,2,0,None,None,2,0,JUST_RENOVATED,For Sale
Saint-Josse-ten-Noode,145000,APARTMENT,FLAT_STUDIO,0,30,1,0,0,1,5,0,None,None,2,0,GOOD,For Sale
Londerzeel,699000,HOUSE,HOUSE,4,300,0,0,0,1,80,1,1200,1403,None,0,GOOD,For Sale
Laeken,445000,HOUSE,HOUSE,4,166,1,0,0,1,64,0,None,100,2,0,GOOD,For Sale
Zottegem,275000,HOUSE,HOUSE,3,177,0,0,0,1,12,1,170,359,3,0,TO_RENOVATE,For Sale
Visé,479000,HOUSE,HOUSE,6,226,1,0,1,1,80,1,810,1287,4,0,AS_NEW,For Sale
Bièvre Naomé,649000,HOUSE,HOUSE,6,370,0,0,0,1,80,1,2500,8357,4,0,GOOD,For Sale
Waterloo,595000,HOUSE,HOUSE,4,145,1,0,0,1,20,1,300,800,4,0,TO_BE_DONE_UP,For Sale
GEETBETS,485000,HOUSE,EXCEPTIONAL_PROPERTY,5,325,0,0,0,0,None,0,None,1487,4,0,None,For Sale
BEKKEVOORT,259000,HOUSE,HOUSE,2,110,0,0,0,0,None,0,None,0,3,0,GOOD,For Sale
HEMIKSEM,396000,APARTMENT,APARTMENT,2,None,0,0,0,1,18,0,None,None,None,0,AS_NEW,For Sale
WILLEBROEK,249000,APARTMENT,APARTMENT,1,84,0,0,0,1,8,0,None,None,4,0,GOOD,For Sale
MORTSEL,169000,APARTMENT,APARTMENT,1,68,0,0,0,0,None,0,None,None,3,0,TO_BE_DONE_UP,For Sale
LOUVAIN-LA-NEUVE,175000,APARTMENT,APARTMENT,1,46,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
LOUVAIN-LA-NEUVE,155000,APARTMENT,APARTMENT,1,38,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
EDEGEM,485000,HOUSE,HOUSE,3,None,0,0,1,1,None,1,110,0,2,0,AS_NEW,For Sale
SINT-NIKLAAS,275000,HOUSE,HOUSE,5,247,0,0,0,1,12,0,None,131,2,0,TO_RENOVATE,For Sale
SCHOTEN,189000,APARTMENT,GROUND_FLOOR,2,75,0,0,0,1,25,0,None,None,3,0,GOOD,For Sale
GANSHOREN,435000,HOUSE,HOUSE,3,None,0,0,0,1,18,1,145,247,2,0,GOOD,For Sale
DEURNE,219000,APARTMENT,APARTMENT,2,90,0,0,0,1,2,0,None,None,2,0,GOOD,For Sale
NAMUR,469000,HOUSE,HOUSE,4,150,0,0,0,1,60,1,300,603,3,0,TO_BE_DONE_UP,For Sale
Mechelen,364000,APARTMENT,DUPLEX,4,130,1,0,0,1,48,0,None,None,2,0,GOOD,For Sale
Antwerpen,395000,HOUSE,HOUSE,4,130,1,0,0,1,19,1,58,188,2,0,GOOD,For Sale
KIELDRECHT,589000,HOUSE,HOUSE,4,249,0,0,0,0,None,1,830,980,4,0,GOOD,For Sale
Antwerpen,169900,APARTMENT,APARTMENT,2,89,0,0,0,1,2,0,None,None,None,0,GOOD,For Sale
Hoogstraten,495000,HOUSE,HOUSE,3,170,0,0,0,1,None,0,None,8905,4,0,GOOD,For Sale
Berchem,398000,HOUSE,HOUSE,4,177,0,0,0,1,None,1,37,110,2,0,TO_RENOVATE,For Sale
Antwerpen,210000,APARTMENT,APARTMENT,2,74,0,0,0,1,None,0,None,None,2,0,None,For Sale
Habay Anlier,410920,HOUSE,HOUSE,3,150,1,0,0,1,None,0,None,320,3,0,GOOD,For Sale
Neufchâteau,955000,HOUSE,HOUSE,6,302,1,0,0,1,40,1,6414,7057,4,1,AS_NEW,For Sale
Bertrix,227900,APARTMENT,APARTMENT,2,88,1,0,0,1,32,0,None,None,None,0,GOOD,For Sale
Berendrecht,399000,HOUSE,HOUSE,3,100,0,0,0,1,None,0,None,567,4,0,None,For Sale
Antwerpen,155000,APARTMENT,APARTMENT,2,74,0,0,0,1,None,0,None,None,2,0,None,For Sale
Hemiksem,474000,HOUSE,HOUSE,5,280,0,0,0,1,None,0,None,307,2,0,None,For Sale
ANTWERPEN,289000,APARTMENT,APARTMENT,2,89,0,0,0,1,5,0,None,None,2,0,JUST_RENOVATED,For Sale
Waterloo,245000,APARTMENT,APARTMENT,1,69,0,0,0,1,10,0,None,None,2,0,AS_NEW,For Sale
Sint-Lambrechts-Woluwe,415000,APARTMENT,APARTMENT,2,85,1,0,0,1,21,0,None,None,2,0,AS_NEW,For Sale
Anderlecht,470000,HOUSE,APARTMENT_BLOCK,8,250,0,0,0,1,10,1,45,185,2,0,TO_RENOVATE,For Sale
WILLEBROEK,220000,APARTMENT,APARTMENT,2,70,0,0,0,1,2,0,None,None,None,0,GOOD,For Sale
TURNHOUT,325000,APARTMENT,APARTMENT,2,150,0,0,0,1,5,0,None,None,2,0,GOOD,For Sale
BORGERHOUT,289000,APARTMENT,APARTMENT,2,89,0,0,0,1,5,0,None,None,2,0,JUST_RENOVATED,For Sale
Bruxelles,595000,APARTMENT,APARTMENT,2,170,0,0,0,1,None,0,None,None,None,0,AS_NEW,For Sale
Anderlecht,279000,APARTMENT,APARTMENT,1,87,1,0,0,1,17,0,None,None,3,0,GOOD,For Sale
Auderghem,465000,APARTMENT,APARTMENT,3,97,1,0,0,1,6,1,25,None,4,0,AS_NEW,For Sale
Deinze,699000,APARTMENT,APARTMENT,2,121,0,0,0,1,14,0,None,None,None,0,GOOD,For Sale
BLANKENBERGE,365000,APARTMENT,APARTMENT,2,98,0,0,0,1,None,0,None,None,None,0,GOOD,For Sale
Jambes,195000,APARTMENT,PENTHOUSE,2,76,0,0,0,1,5,0,None,None,3,0,JUST_RENOVATED,For Sale
Uccle,1500000,HOUSE,VILLA,4,300,1,0,0,1,None,1,1085,1225,4,0,TO_RENOVATE,For Sale
Uccle,369000,APARTMENT,APARTMENT,2,116,0,0,0,1,21,0,None,None,2,0,TO_BE_DONE_UP,For Sale
Paliseul,199000,HOUSE,HOUSE,4,140,0,0,0,1,20,1,950,1080,4,0,TO_RENOVATE,For Sale
Wetteren,549000,HOUSE,VILLA,4,300,1,0,0,1,None,1,500,746,4,0,GOOD,For Sale
OELEGEM,625000,HOUSE,VILLA,5,275,0,0,1,1,20,1,1310,1560,4,1,GOOD,For Sale
AVELGEM,179000,APARTMENT,APARTMENT,1,75,1,0,0,1,31,1,31,None,3,0,AS_NEW,For Sale
Anderlecht,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
ANTWERPEN 2000,745000,APARTMENT,APARTMENT,2,180,1,0,0,1,35,0,None,None,None,0,GOOD,For Sale
Gent Zwijnaarde,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Forest,735000,HOUSE,HOUSE,5,302,0,0,1,1,10,1,50,135,2,0,GOOD,For Sale
OUD-HEVERLEE,395000,HOUSE,HOUSE,3,121,0,0,0,1,None,0,None,228,2,0,JUST_RENOVATED,For Sale
WICHELEN,249000,HOUSE,HOUSE,3,132,0,0,0,1,54,1,358,551,3,0,TO_RENOVATE,For Sale
WETTEREN,310000,APARTMENT,DUPLEX,2,120,0,0,0,1,7,0,None,None,2,0,None,For Sale
Ronse,159500,HOUSE,HOUSE,2,121,0,0,0,1,20,1,175,270,2,0,GOOD,For Sale
Rumst,445000,HOUSE,VILLA,3,172,0,0,0,1,None,0,None,1268,4,0,None,For Sale
Genk,249000,HOUSE,HOUSE,4,210,0,0,0,1,None,0,None,390,2,0,GOOD,For Sale
Herenthout,895000,HOUSE,COUNTRY_COTTAGE,5,None,1,0,0,1,None,1,7875,8264,4,1,GOOD,For Sale
Wezembeek-Oppem,859000,HOUSE,HOUSE,3,210,1,0,0,1,15,1,350,750,3,0,AS_NEW,For Sale
Kortemark,495000,HOUSE,HOUSE,4,305,0,0,0,1,None,0,None,295,2,0,AS_NEW,For Sale
Ninove,195000,APARTMENT,APARTMENT,1,None,0,0,0,1,3,0,None,None,None,0,None,For Sale
MESSANCY,460000,HOUSE,HOUSE,4,240,0,0,0,1,50,1,1000,1500,4,0,TO_BE_DONE_UP,For Sale
Putte,280000,HOUSE,HOUSE,3,173,0,0,0,0,None,0,None,460,None,0,TO_BE_DONE_UP,For Sale
Haaltert,295000,APARTMENT,APARTMENT,2,96,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Onze-Lieve-Vrouw-Waver,395000,HOUSE,HOUSE,3,160,0,0,0,0,None,0,None,1183,None,0,TO_RENOVATE,For Sale
Hallaar,349000,HOUSE,HOUSE,3,182,1,0,0,0,None,0,None,188,None,0,None,For Sale
Heist-op-den-Berg,348000,HOUSE,HOUSE,3,203,0,0,0,0,None,0,None,1394,None,0,TO_RENOVATE,For Sale
Muizen (2812),533900,HOUSE,HOUSE,3,207,0,0,0,0,None,0,None,5453,None,0,TO_RENOVATE,For Sale
Putte,399000,HOUSE,HOUSE,2,228,1,0,0,0,None,0,None,385,None,0,None,For Sale
Heist-op-den-Berg,288000,APARTMENT,APARTMENT,2,95,1,0,0,1,None,0,None,None,None,0,None,For Sale
Sint-Niklaas,259000,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Sale
Stekene,120000,HOUSE,HOUSE,2,100,0,0,0,0,None,0,None,685,None,0,GOOD,For Sale
Gent,259500,APARTMENT,APARTMENT,1,40,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Gent,650000,APARTMENT,PENTHOUSE,2,135,0,0,0,1,125,0,None,None,None,0,AS_NEW,For Sale
Kortenaken,330000,HOUSE,FARMHOUSE,4,218,0,0,0,0,None,0,None,1899,None,0,TO_RENOVATE,For Sale
Houthulst,795000,HOUSE,HOUSE,4,180,0,0,0,0,None,0,None,4700,None,0,GOOD,For Sale
Eernegem,775000,HOUSE,FARMHOUSE,4,407,0,0,0,0,None,0,None,25000,None,0,GOOD,For Sale
Waarschoot,385000,HOUSE,HOUSE,3,130,1,0,0,0,None,0,None,390,None,0,JUST_RENOVATED,For Sale
Eeklo,269000,HOUSE,HOUSE,4,157,0,0,0,0,None,0,None,1242,None,0,TO_RENOVATE,For Sale
Oostrozebeke,513537,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,668,None,0,None,For Sale
Oostrozebeke,469664,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,499,None,0,None,For Sale
Oostrozebeke,463145,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,499,None,0,None,For Sale
Deerlijk,389500,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,275,None,0,None,For Sale
Deerlijk,411830,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,354,None,0,None,For Sale
Deerlijk,449500,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,391,None,0,None,For Sale
MECHELEN,423000,HOUSE,HOUSE,2,119,0,0,0,1,7,1,54,91,2,0,GOOD,For Sale
MECHELEN,349000,HOUSE,HOUSE,4,186,0,0,0,1,None,0,None,387,3,0,TO_BE_DONE_UP,For Sale
LIBIN,169000,HOUSE,HOUSE,3,145,0,0,0,0,None,0,None,350,2,0,TO_RENOVATE,For Sale
Zottegem,393000,HOUSE,HOUSE,3,177,1,0,0,1,21,1,74,226,3,0,GOOD,For Sale
Zottegem,407000,HOUSE,HOUSE,3,187,1,0,0,1,19,1,75,250,3,0,GOOD,For Sale
BLANKENBERGE,245000,APARTMENT,APARTMENT,2,68,0,0,0,1,None,0,None,None,None,0,GOOD,For Sale
Zottegem,432000,HOUSE,HOUSE,3,209,1,0,0,1,19,1,49,241,3,0,GOOD,For Sale
Zottegem,427000,HOUSE,HOUSE,3,196,1,0,0,1,21,1,49,220,3,0,GOOD,For Sale
Gent,245000,APARTMENT,FLAT_STUDIO,1,46,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
LIÈGE,245000,APARTMENT,APARTMENT,2,91,0,0,0,1,15,0,None,None,2,0,GOOD,For Sale
Gent,455000,APARTMENT,APARTMENT,1,74,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Kortrijk,385000,APARTMENT,APARTMENT,2,110,0,0,0,1,8,0,None,None,2,0,GOOD,For Sale
Gent,745000,APARTMENT,APARTMENT,3,136,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Woluwe-Saint-Pierre,445000,APARTMENT,DUPLEX,2,110,1,0,0,1,6,0,None,None,2,0,JUST_RENOVATED,For Sale
Liège Angleur,189000,HOUSE,HOUSE,2,96,0,0,0,1,42,1,225,640,4,0,AS_NEW,For Sale
Dilbeek,355000,HOUSE,HOUSE,2,115,0,0,0,1,30,1,450,560,3,0,TO_BE_DONE_UP,For Sale
Aalst,249000,HOUSE,HOUSE,4,190,0,0,0,1,10,1,90,192,2,0,TO_RENOVATE,For Sale
Meerdonk,395000,HOUSE,HOUSE,4,170,0,0,0,1,20,1,118,190,2,0,GOOD,For Sale
BEN-AHIN,450000,HOUSE,HOUSE,3,190,0,0,0,1,None,0,None,1653,4,0,GOOD,For Sale
Galmaarden,420000,HOUSE,BUNGALOW,4,200,0,0,0,1,25,1,400,485,4,0,TO_BE_DONE_UP,For Sale
BRECHT,249000,APARTMENT,APARTMENT,2,98,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
EDEGEM,329000,APARTMENT,APARTMENT,2,105,0,0,0,1,6,0,None,None,2,0,JUST_RENOVATED,For Sale
Knokke,499000,APARTMENT,APARTMENT,2,84,0,0,0,1,10,0,None,None,3,0,TO_BE_DONE_UP,For Sale
Bruxelles,299000,APARTMENT,DUPLEX,1,66,1,0,0,1,14,1,14,None,2,0,GOOD,For Sale
Rixensart Rosières,435000,HOUSE,HOUSE,5,233,0,0,0,1,50,1,560,872,3,0,TO_RENOVATE,For Sale
Astene,680000,HOUSE,HOUSE,3,193,0,0,0,0,None,0,None,1250,None,0,GOOD,For Sale
Deerlijk,471548,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,387,None,0,None,For Sale
Deerlijk,462676,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,393,None,0,None,For Sale
Deerlijk,446431,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,382,None,0,None,For Sale
Schilde,848000,HOUSE,VILLA,3,300,0,0,0,1,15,1,1200,2394,None,0,None,For Sale
Heist-op-den-Berg,299000,APARTMENT,GROUND_FLOOR,2,124,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Bredene,149000,HOUSE,CHALET,2,44,0,0,0,0,None,0,None,44,None,0,GOOD,For Sale
Berchem (2600),None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Overijse,410000,HOUSE,HOUSE,4,200,0,0,0,1,15,1,700,1397,3,0,None,For Sale
Belsele,2250000,HOUSE,HOUSE,3,322,1,0,0,0,None,0,None,38690,None,0,GOOD,For Sale
Gent,399000,APARTMENT,APARTMENT,3,None,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Sale
Anzegem,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
